REP_NUM,AFFILIATION_ID,NAME,STREET,CITY,STATE,ZIP,
"36784","383","Oklahoma Medical Nutrition Therapy","601 S Washington #264","Stillwater","OK","74074-4539"
"36785","384","United Parcel Service Inc","55 Glenlake Parkway NE","Atlanta","GA","30328"
"39291","276","Marathon Oil Company","5555 San Felipe","Houston","TX","77056"
"39296","374","Oklahoma Association For Home Care PAC","P.O. Box 12635","Oklahoma City","OK","73157"
"39300","422","Oklahoma Taxpayers Accountability Coalition","PO Box 2216","Tulsa","OK","74101"
"39302","423","OKRA PAC","10008 S Morgan Rd","Mustang","OK","73064"
"39303","424","Voters","2824 Oak Hollow Road","Woodward","OK","73801"
"39432","426","Oklahoma State Medical Association","313 NE 50th","Oklahoma City","OK","73105"
"39451","255","Oklahoma Democratic Party ","4100 N. Lincoln Blvd.","Oklahoma City","OK","73105"
"34625","150","Reynolds American Inc","PO Box 2990","Winston-Salem","NC","27102"
"34626","280","None Given","None","None","OK","73000"
"34627","153","Service Corp International","1929 Allen Parkway","Houston","TX","77019"
"34628","210","Sooner State PAC","P.O. Box 58007","Oklahoma City","OK","73157"
"34630","246","Techrizon LLC","111 SW C Ave","Lawton","OK","73501"
"34631","244","Techrizon LLC","111 SW C Ave","Lawton","OK","73501"
"34632","162","Terra Industries Inc. & Subsidiaries","","","",""
"34633","165","Trinity Industries Inc.","2525 Stemmons Freeway","Dallas","TX","75207"
"34635","93","Unified Chiropractic Assn","5110 S. Yale Ave. Ste 430","Tulsa","OK","74135"
"21966","93","Unified Chiropractic Assn","5110 S. Yale Ave. Ste 430","Tulsa","OK","74135"
"34636","3","United Transportation Union","24950 Country Club Blvd, Ste 340","North Olmsted","OH","44070"
"34638","211","Wal-Mart Stores Inc","702 SW 8th St","Bentonville","AR","72716"
"34640","1","Weyerhaeuser Company","PO Box 9777, CH EC22A9","Federal Way","WA","98063-9777"
"34641","238","Citizens Interested In Better Govern","","","OK",""
"34642","41","High Technology is the primary inter","","","",""
"34643","33","Labor Union","1625 L Street NW","Washingtn","DC","20036"
"34644","42","Allstate Insurance Company","2775 Sanders Rd Ste A2W","Northbrook","IL","60062"
"34645","234","America's Health Insurance Plans AHI","601 Penn Ave NW Ste 500","Washington","DC","20004"
"34647","43","Anadarko Petroleum Corp","1201 Lake Robbins Dr","The Woodlands","TX","77380-1160"
"34648","206","Arvest Bank Group Inc","125 W Central Ste 218","Bentonville","AR","72712"
"34649","84","APAC - Central, Inc","4150 S 100th E Ave Cherokee Bldg Ste 300","Tulsa","OK","74146"
"34650","89","ConocoPhillips - Connected Org ConocoPhillips Spirit PAC - Affiliated Cmte","600 N Dairy Ashford","Houston","TX","77079"
"34651","207","CARE, Inc.","200 NE  28th St 2nd Fl","Oklahoma City","OK","73105"
"34653","26","Republican Party","2415 Diffee","Tahlequah","OK","74464"
"34654","19","Republican Party","2415 Diffee Drive","Tahlequah","OK","74464"
"34655","92","Energy For Oklahomans, Inc","PO Box 54617","Oklahoma City","OK","73154"
"34656","94","Cingular Wireless LLC","5565 Glenridge Connector Ste 1700","Atlanta","GA","30342"
"34663","281","Delaware County Republican Women's Club ","812 Inwood Dr","Grove","OK","74344"
"34665","97","International Brotherhood Of Teamsters","25 Louisiana Ave NW","Washington","DC","20001"
"34666","99","Democratic Members Of The State Sen","State Capitol Bldg","Oklahoma City","OK","73105"
"21710","99","Democratic Members Of The State Sen","State Capitol Bldg","Oklahoma City","OK","73105"
"34667","197","Dollar Thrifty Automotive Group Inc.","PO Box 35985","Tulsa","OK","74153"
"34668","45","Dominion","120 Tredegar St","Richmond","VA","23219"
"34669","46","Duke Energy Corp 400 S Tryon St, Charlotte, NC 28201","Cinergy Corp PAC, 139 E Fourth St","Cincinnati","OH","45202"
"34671","48","Eli Lilly And Company","Lilly Corporate Center","Indianapolis","IN","46285"
"34673","6","FOP 123 Lodge","1624 S Agnew","Oklahoma City","OK","73108"
"34674","282","Fourth District GOP ","1626 Greenbriar Dr ","Norman ","OK","73072"
"34677","283","Garfield County Republican Women's Club ","PO Box 603","Enid ","OK","73702"
"34682","113","Holcim (US) Inc","201 Jones Rd","Waltham","MA","02451"
"34683","284","House GOP PAC","PO BOx 1763","Oklahoma City ","OK","73101"
"34684","114","HSBC North America","26525 N Riverwoods Blvd","Mettawa","IL","60045"
"34686","215","Independent Finance Institute","PO Box 691250","San Antonio","TX","78269"
"22121","215","Independent Finance Institute","PO Box 691250","San Antonio","TX","78269"
"34687","205","Koch Industries Inc.","4111 East 37th St North","Wichita","KS","67220"
"34689","115","Oklahoma Association For Justice","323 NE 27th St","Oklahoma City","OK","73105"
"34690","105","Masters, Mates & Pilots","700 Maritime Blvd Suite B","Linthicum Heights","MD","21090"
"34692","109","Merck & Co Inc","One Merck Dr","Whitehouse Station","NJ","08889"
"34693","30","Microsoft Corporation","One Microsoft Way","Redmond","WA","98052"
"34694","285","Motorola Solutions Inc","1303 E Algonquin Rd","Schaumburg","IL","60196"
"34700","286","North Care Center Political Action Committee","4436 NW 50th","Oklahoma City ","OK","73112"
"34701","127","Oklahoma Assn of Nurse Anesthetist","PO Box 6616","Norman","OK","73070"
"34702","252","Office And Professional Employees International Union (OPEIU) - Parent","80 Eighth Avenue, Suite 610","New York","NY","10011"
"34703","4","Oklahoma Farm Bureau","2501 N Stiles Ave","Oklahoma City","OK","73105"
"34705","135","Oklahoma House of Rep Democratic Cau","","","",""
"21748","135","Oklahoma House of Rep Democratic Cau","","","",""
"34706","63","Oklahoma Independent Petroleum Association","500 N. E. 4th Street, Suite 200","Oklahoma City","OK","73104"
"34707","137","Oklahoma Nurses Assoc","6414 N Santa Fe Ste A","Oklahoma City","OK","73116"
"34708","139","Oklahoma Pork Council","One North Hudson Ste 480","Oklahoma City","OK","73102"
"34709","68","Okla Restaurant  & Hotel & Tourism Assn Members","3800 N Portland ","Oklahoma City ","OK","73112"
"34710","71","Okla State Bldg And Construction Trades Council","5350 S Western Ave Ste 217","Oklahoma City ","OK","73109"
"34714","144","Oklahoma Wholesale Marketers","PO Box 722220","Norman","OK","73070"
"34716","136","Okla Municipal Contracts Assn","PO BOx 891797","Oklahoma City ","OK","73189"
"34720","77","Pfizer Inc","235 E 42nd St","New York","NY","10017"
"34721","116","Okla Propane Gas Assn","","","",""
"36840","48","Eli Lilly And Company","Lilly Corporate Center","Indianapolis","IN","46285"
"36899","385","IBT DRIVE Comittee #C00032979","25 Louisiana Ave NW","Washington","DC","20001"
"39586","427","Little Deep Fork Democratic Club","PO Box 1144","Bristow","OK","740101144"
"34723","148","Okla State Radiological Society","4500 S Garnett Ste 919","Tulsa","OK","74146"
"34725","254","ResCare Inc.","9901 Linn Station Rd","Louisville","KY","40223"
"32325","254","ResCare Inc.","9901 Linn Station Rd","Louisville","KY","40223"
"34727","287","GlaxoSmithKline LLC  (Connected Org.)","Five Moore Drive","Research Triangle Park","NC","27709"
"34731","158","Sunoco, Inc","1735 Market St","Philadelphia","PA","19103"
"34732","159","Oklahoma's Rural Electric Cooperatives","PO Box 206","Temple","OK","73568"
"34735","199","Thoroughbred Racing Assn Of Okla","One Remington Place","Oklahoma City","OK","73111-7101"
"34736","164","Okla Fed Of Repub Women C/o Sue Thompson","9973 Birkenhead Ct","Yukon","OK","73099"
"34737","169","Union Pacific Corporation","1400 Douglas Street","Omaha","NE","68179"
"34738","168","United Assn Plumbing & Pipefitting Et Al","3 Park Place","Annapolis","MD","21401"
"34742","175","The Williams Companies Inc.","PO Box 2400","Tulsa","OK","74103"
"34758","176","Oklahoma House Of Respresentatives D","PO Box 12923","Oklahoma City ","OK","73157"
"34756","216","Oklahoma Mineral Owners","","","",""
"34759","288","Woods County Democratic Party ","1800 W Oklahoma Blvd #200","Alva","OK","73717"
"34760","178","Wyeth","Five Giralda Farms","Madison","NJ","07940-0874"
"21775","178","Wyeth","Five Giralda Farms","Madison","NJ","07940-0874"
"34762","289","Capitol Republican Caucus","3724 Spyglass Rd","Oklahoma City","OK","73120"
"34765","79","International Association Of Fire Fighters","1750 New York Avenue, NW","Washington","DC","20006"
"34766","290","Leflore County Democratic Party Central Committee","PO Box 545","Poteau","OK","74953"
"34767","190","Nat'l Fed Of Independent Business","53 Century Blvd #250","Nashville","TN","37214"
"34768","291","Oklahoma Court Reporters Assoc PAC","PO Box 1526","Miami","OK","74355"
"34769","17","Okla Dental Hygienists' Assn","","","",""
"34770","140","Okla Quarter Horse Racing Assn","PO Box 2907","Edmond","OK","73083"
"34773","120","Pacificare Health Systems","5995 Plaza Dr CY20-536","Cypress","CA","90630"
"34776","85","Sanofi US Services, Inc.","55 Corporate Drive","Bridgewater","NJ","08807"
"34778","235","Texas Industries Inc","1341 W Mockingbird Ln","Dallas","TX","75247"
"34779","292","Tulsa County Democratic Party","1523 A South Harvard Ave","Tulsa","OK","74112"
"34780","167","Transport Workers Union Of America","501 Third St NW 9th Flr","Washington","DC","20001"
"34781","173","Waste Management","701 Pennsylvania Ave NW Ste 590","Washington","DC","20004"
"34782","174","Wells Fargo Financial Inc","800 Walnut St","Des Moines","IA","50309-3636"
"34783","180","Zeneca Inc","1800 Concord Pike","Wilmington","DE","19850"
"34785","293","A Bold Initiative","2727 E 21st St Ste 405","Tulsa ","OK","74114"
"34786","31","Assoc Builders & Contractors of Ok","1915 N Yellowood Ave","Broken Arrow","OK","74012"
"34787","294","Comanche County Republican Party ","PO Box 705 ","Lawton","OK","73502-0705"
"34789","182","Johnson & Johnson","One Johnson & Johnson Plaza","New Brunswick","NJ","08933"
"34790","262","Logan County Democrat Party ","PO Box 1305","Guthrie ","OK","73044-1305"
"34792","184","Okla Democratic Party","4100 N Lincoln Blvd","Oklahoma City","OK","73105"
"34793","250","American Federation Of Teachers","555 New Jersey Ave NW","Washington","DC","20001"
"34794","263","Emergency Physicians For Good Government","2200 NE 96th St","Oklahoma City","OK","73131"
"34795","261","Oklahoma Democratic Party","4100 N Lincoln Blvd","Oklahoma City","OK","73105"
"34796","103","Automobile Industry","","","",""
"34797","217","Ok Ag Ed Teachers Assn","1500 W 7th St","Stillwater","OK","74074"
"34798","145","Oklahoma Democratic Party","","Oklahoma City","OK",""
"34799","296","Ideological Interests ","1133 15th St NW #350","Washington","DC","20005"
"34800","297","Nickles Group PAC","601 Thirteenth St NW Ste 250N","Washington","DC","20005"
"34801","295","Continental Airlines Inc ","1600 Smith ","Houston","TX","77002"
"34803","298","Oklahoma Ignition Interlock Association PAC","121 NE 52nd Ste 240","Oklahoma City ","OK","73105"
"34809","147","Property Casualty Insurers Association Of America","8700 West Bryn Mawr, Suite 1200S","Chicago","IL","60631-3512"
"22588","147","Property Casualty Insurers Association Of America","8700 West Bryn Mawr, Suite 1200S","Chicago","IL","60631-3512"
"34812","299","Tulsa County Republican Committee","2816 East 51st Street, Suite 100","Tulsa","OK","74105"
"34840","170","United Food & Commercial Wokrers Int'l Union","1775 K St NW","Washington","DC","20006"
"34841","300","Okla Democratic Party","4100 N Lincoln Blvd","Oklahoma City","OK","73105"
"34842","186","Good Government","","","OK",""
"34843","301","Osage County Democratic Central Committee.","200 Michelle Ave.","Pawhuska","OK","74056"
"34845","302","Oklahoma Cattlemen's Association","PO Box 82395","Oklahoma City ","OK","73148"
"34848","179","XTO Energy Inc","810 Houston St #2000","Fort Worth","TX","76102"
"24025","179","XTO Energy Inc","810 Houston St #2000","Fort Worth","TX","76102"
"34855","303","College Democrats Of Oklahoma ","4100 N Lincoln Blvd ","Oklahoma City ","OK","73105"
"34858","304","Pro Pac ","PO Box 780423","Oklahoma City ","OK","73178"
"34862","305","Republican Majority PAC ","4937 S 78th E Ave ","Tulsa","OK","74145"
"39682","428","Majority Leadership Fund","721 Country Club Rd","Chickasha","OK","73018"
"39687","27","Monsanto Company","800 N Lindbergh Blvd","St Louis","MO","63167"
"39689","181","JP Morgan Chase & Co","270 Park Ave","New York","NY","10017"
"39694","429","Schering - Plough Corporation","1130 Connecticut Ave, NW, Ste 500","Washington","DC","20036"
"31845","253","Voters","","","",""
"25645","235","Texas Industries Inc","1341 W Mockingbird Ln","Dallas","TX","75247"
"23630","236","Assn of Okla Life Insurance Co","201 Robert S. Kerr #600","Oklahoma City","OK","73102"
"31135","238","Citizens Interested In Better Govern","","","OK",""
"24284","239","Okla Republican Party","4031 N Lincoln Blvd","Oklahoma City","OK","73105"
"34871","35","NAIFA - Oklahoma, Inc","4334 NW Expressway Ste 237","Oklahoma City","OK","73116"
"34875","306","Oklahomans For Modern Laws ","PO Box 12295","Oklahoma City ","OK","73157"
"34879","166","Tulsa Firefighters Local 176","1283 S Detroit","Tulsa","OK","74120"
"34882","166","Tulsa Firefighters Local 176","1283 S Detroit","Tulsa","OK","74120"
"34886","49","Farmers Insurance Group","4680 Wilshire Blvd","Los Angeles","CA","90010"
"34951","104","General Motors Company","300 Renaissance Center","Detroit","MI","48265"
"34973","195","Okla Public Employee Association","13 N.E. 28th St","Oklahoma City","OK","73105"
"37087","388","Tset","Test","Test","OK","33333"
"37194","389","Individuals Concerned About North Tulsa & Other Similarly Situated Communities","North Tulsa","Tulsa","OK","74106"
"39846","384","United Parcel Service Inc","55 Glenlake Parkway NE","Atlanta","GA","30328"
"39888","430","Various Supporters","PO Box 22","Oklahoma City","OK","73101"
"30386","250","American Federation Of Teachers","555 New Jersey Ave NW","Washington","DC","20001"
"31370","251","Same As Above","","","OK",""
"31787","252","Office And Professional Employees International Union (OPEIU) - Parent","80 Eighth Avenue, Suite 610","New York","NY","10011"
"37237","390","Capella Healthcare, Inc.","501 Corporate Centre Drive, Suite 200","Franklin`","TN","37067-2662"
"37353","398","Air Liquide USA","12800 W Little York","Houston","TX","77041"
"39951","432","Citi Master Card","P.O. Box 6413","The Lakes","NV","88901"
"39951","433","Chase Visa","P. O. Box 94014","Palatine, IL ","IL","60094"
"25235","240","Latinos & Pro-Hispanic","","","",""
"26044","241","various","","","",""
"27545","242","United Surgical Partners Internation","15305 Dallas Pkwy","Addison","TX","75001"
"27570","243","Test Vocus Test","Test Street","Test City","MD","20706"
"27569","244","Techrizon LLC","111 SW C Ave","Lawton","OK","73501"
"28488","245","AMVEST Corp","One Boar's Head Pointe PO Box 5347","Charlottesville","VA","22905"
"28374","246","Techrizon LLC","111 SW C Ave","Lawton","OK","73501"
"28564","247","Minority Citizens Interested In Better Gov.","PO Box 1865","Oklahoma City","OK","73101"
"30124","248","Democratic Governors Association","1401 K Street, N.W. Suite 200","Washington","DC","20005"
"29344","249","Automotive Parts & Service Assn","8000 Centre Park Dr #150","Austin","TX","78754"
"37460","52","Okla Fed Of  Republican Women","9973 Birkenhead","Yukon","OK","73099"
"37461","404","Garvin County Democratic Party","35030 E County Road 1599","Pauls Valley","OK","73075"
"37509","405","Lincoln County Democratic Central Committee","339841 E 760 Rd","Tryon","OK","74875"
"37467","410","To Update ","Oklahomas","Liquor Laws","OK","N/A"
"21761","210","Sooner State PAC","P.O. Box 58007","Oklahoma City","OK","73157"
"22770","211","Wal-Mart Stores Inc","702 SW 8th St","Bentonville","AR","72716"
"23684","212","Individuals","","","",""
"15462","213","Oklahoma Land Title Association","P.O. Box 1544","Oklahoma City","OK","73101"
"15757","214","National Assn of Social Workers","2801 N Linvoln Ste 208","Oklahoma City","OK","73105"
"22077","216","Oklahoma Mineral Owners","","","",""
"22217","217","Ok Ag Ed Teachers Assn","1500 W 7th St","Stillwater","OK","74074"
"21759","218","Small Business Of Oklahoma PAC","PO Box 2697","Muskogee","OK","74402"
"16674","219","The Foundation for a Christain Civil","1358 Jefferson Rd","Spring Grove","PA","17362"
"16995","220","Oklahomans for Protection of Marriag","","","",""
"17198","221","Farmers & Ranchers","","","",""
"17855","222","Lafarge North America","12950 Worldgale Dt Ste 500","Herndon","VA","20170"
"22707","223","Communications Workers Of America","501 Third St NW","Washington","DC","20001"
"22264","224","Protection of Oklahoma Families","","","",""
"22329","225","Tobacco Taxes","","","",""
"22420","226","Business owners and interested cons","","","",""
"21101","227","Liberty National Life Ins. Co","100 Concourse Parkwat Suite 350","Hoover","AL","35244"
"22467","228","Concerned citizens","","","",""
"18726","229","AFL-CIO","815 16th St","Washington","DC","20005"
"27789","230","Corrections Corporation Of America","10 Burton Hills Blvd","Nashville","TN","37215"
"21088","231","Community Bankers Assn Of Oklahoma","4101 Perimeter Center Dr, Suite 107","Oklahoma City","OK","73112"
"20846","232","Okla Federation of Republican Women","","","",""
"28724","233","AHS Medical Holdings LLC","One Burton Hills Boulevard, Suite 250","Nashville","TN","37215"
"21866","234","America's Health Insurance Plans AHI","601 Penn Ave NW Ste 500","Washington","DC","20004"
"35228","281","Delaware County Republican Women's Club ","812 Inwood Dr","Grove","OK","74344"
"35334","13","Oklahoma Association Of Mortgage Brokers","PO Box 890264","Oklahoma City","OK","73189"
"35339","151","OK State Republican Committee","4031 N Lincoln Blvd ","Oklahoma City ","OK","73105"
"37598","408","Pauls Valley National Bank","101 W. Paul","Pauls Valley","OK","73075"
"49009","266","Oklahomans Standing United PAC","PO Box 12026","Oklahoma City ","OK","73154"
"48734","176","Oklahoma House Of Respresentatives D","PO Box 12923","Oklahoma City ","OK","73157"
"48755","528","Central Oklahoma Accountability PAC","2601 NW Expressway, Suite 210W","Oklahoma City","OK","73112"
"48757","366","Five Amigos","2601 NW Expressway, Ste. 210W","Oklahoma City","OK","73112"
"48759","490","Warren Palmer","517 NW 22nd Street","Oklahoma City","OK","73103"
"48803","136","Okla Municipal Contracts Assn","PO BOx 891797","Oklahoma City ","OK","73189"
"48808","381","Magellan Midstream Holdings GP, LLC","One Williams Center","Tulsa","OK","74172"
"48812","369","Fraternal Order Of Police Lodge #155","PO Box 2923","Oklahoma City","OK","73101"
"48820","31","Assoc Builders & Contractors of Ok","1915 N Yellowood Ave","Broken Arrow","OK","74012"
"48829","283","Garfield County Republican Women's Club ","PO Box 603","Enid ","OK","73702"
"48859","263","Emergency Physicians For Good Government","2200 NE 96th St","Oklahoma City","OK","73131"
"48867","216","Oklahoma Mineral Owners","","","",""
"48868","97","International Brotherhood Of Teamsters","25 Louisiana Ave NW","Washington","DC","20001"
"48871","374","Oklahoma Association For Home Care PAC","P.O. Box 12635","Oklahoma City","OK","73157"
"48933","273","","","","OK",""
"48941","24","Security Finance Corporation Of Spartanburg And Affiliates","PO Box 811","Spartanburg","SC","29304"
"48986","489","Oklahoma County Republican Committee","4031 N Lincoln Blvd","Oklahoma City","OK","73105"
"49008","267","Oklahomans United PAC ","PO Box 12026","Oklahoma City ","OK","73154"
"49007","99","Democratic Members Of The State Sen","State Capitol Bldg","Oklahoma City","OK","73105"
"49856","578","Ash Grove Cement Company","11011 Cody","Overland Park","KS","66210"
"49929","549","3rd Congressional District -- Republican","PO Box 1886","Edmond","OK","73083"
"49942","565","Cherokee County Democratic Party","PO Box 273","Tahlequah","OK","74464"
"42887","62","Oklahoma Assn Of Youth Services","201 NE 50th St","Oklahoma City","OK","73105"
"42888","62","Oklahoma Assn Of Youth Services","201 NE 50th St","Oklahoma City","OK","73105"
"45061","370","Great State PAC","2629 W I-44 SERV RD STE 102","Oklahoma City","OK","73112-3762"
"45062","171","USW","Five Gateway Center","Pittsburgh","PA","15222"
"45082","350","Individuals Of The Democratic Party (registered)","P. O. Box 455","Norman","OK","73070"
"45098","319","Payne County Democratic Party","P.O. Box 2738","Stillwater","OK","74076"
"45102","319","Payne County Democratic Party","P.O. Box 2738","Stillwater","OK","74076"
"45126","290","Leflore County Democratic Party Central Committee","PO Box 545","Poteau","OK","74953"
"45144","279","Oklahoma Republican Party ","4031 N Lincoln Blvd ","Oklahoma City ","OK","73105"
"45160","108","Oklahoma Republican Party","4031 N Lincoln Blvd","Oklahoma City","OK","73105"
"45489","277","Muskogee County Republican Party","301 Cherry Grove Rd.","Fort Gibson","OK","74434"
"45815","277","Muskogee County Republican Party","301 Cherry Grove Rd.","Fort Gibson","OK","74434"
"45835","65","Okla Malt Beverage Assn","6301 Waterford Blvd., Ste. 105","Oklahoma City","OK","73118"
"45893","233","AHS Medical Holdings LLC","One Burton Hills Boulevard, Suite 250","Nashville","TN","37215"
"45974","525","Helping To ","Assure Injured ","Workers Have Rights.","OK","00000"
"49010","467","Lincoln PAC","PO Box 561","Oklahoma City","OK","73101"
"49012","453","Oklahoma Sportsmen For Oklahoma Values PAC","PO Box 561","Oklahoma City","OK","73101"
"49014","79","International Association Of Fire Fighters","1750 New York Avenue, NW","Washington","DC","20006"
"49015","466","Veterans For Responsible Government PAC","PO Box 561","Oklahoma City","OK","73101"
"49022","237","United Physicians, LLC","6767 S Yale Ave, Ste A","Tulsa","OK","74136"
"49033","253","Voters","","","",""
"49045","79","International Association Of Fire Fighters","1750 New York Avenue, NW","Washington","DC","20006"
"49082","325","Oklahoma Coal"," "," ","OK"," "
"49109","559","IMPAC PAC Of Oklahoma","121 NE 52 Ste 240","Oklahoma City","OK","73105"
"49129","122","Okla Asphalt Pavement Assn","3500 N Lincoln Blvd","Oklahoma City","OK","73105"
"49147","381","Magellan Midstream Holdings GP, LLC","One Williams Center","Tulsa","OK","74172"
"49135","132","Oklahoma  Automobile Dealers Association","101 N.E. 26th Street","Oklahoma City","OK","73105"
"49136","530","Oklahoma Conservative Political Action Committee","PO Box 2021","Edmond","OK","73013"
"49166","493","Okmulgee County Republican Comm","11420 E. 270th Street","Beggs","OK","74421"
"49173","235","Texas Industries Inc","1341 W Mockingbird Ln","Dallas","TX","75247"
"49179","42","Allstate Insurance Company","2775 Sanders Rd Ste A2W","Northbrook","IL","60062"
"49180","83","American Fidelity Corp","PO Box 25523","Oklahoma City","OK","73125-0523"
"49187","50","Mid-Continent Oil And Gas Assn Of Ok","6701 N Broadway Ste 300","Oklahoma City","OK","73116"
"49205","182","Johnson & Johnson","One Johnson & Johnson Plaza","New Brunswick","NJ","08933"
"49206","268","Lincoln County Republican Party","840462 S 3520 Rd","Stroud","OK","74079"
"49207","352","Logan County Republican Party","PO Box 242","Guthrie","OK","73044"
"49209","35","NAIFA - Oklahoma, Inc","4334 NW Expressway Ste 237","Oklahoma City","OK","73116"
"49212","127","Oklahoma Assn of Nurse Anesthetist","PO Box 6616","Norman","OK","73070"
"49213","217","Ok Ag Ed Teachers Assn","1500 W 7th St","Stillwater","OK","74074"
"49230","1","Weyerhaeuser Company","PO Box 9777, CH EC22A9","Federal Way","WA","98063-9777"
"50022","427","Little Deep Fork Democratic Club","PO Box 1144","Bristow","OK","740101144"
"50130","582","EMPOWER AMERICAN COMMUNITES","633 NW 116TH TERR","OKLAHOMA CITY","OK","73114"
"46007","287","GlaxoSmithKline LLC  (Connected Org.)","Five Moore Drive","Research Triangle Park","NC","27709"
"46010","195","Okla Public Employee Association","13 N.E. 28th St","Oklahoma City","OK","73105"
"46107","368","OKC-AFT Local 2309, Committee On Political Education","2915 N Classen Blvd Ste 420","Oklahoma City","OK","73106"
"46199","533","Members Of The Democratic Party","209 West Texas Street","Achille","OK","74720"
"46477","374","Oklahoma Association For Home Care PAC","P.O. Box 12635","Oklahoma City","OK","73157"
"46498","211","Wal-Mart Stores Inc","702 SW 8th St","Bentonville","AR","72716"
"46500","360","E.I.du Pont De Nemours Co Good Govt. Fund","1007 Market St, Rm D-11078","Wilmington","DE","19898"
"46602","22","Fraternal Order Of Police Tulsa Lodge #93","PO Box 2473","Tulsa","OK","74101"
"49250","64","Oklahoma Grocers Assn","PO Box 18716","Oklahoma City","OK","73154"
"49251","318","OKPMA","3233 E. Memorial Road, Suite #103","Edmond","OK","73013"
"49253","70","Okla State AFL-CIO","501 NE 27th St","Oklahoma City","OK","73105"
"49254","468","Chandler (U.S.A.), Inc.","1010 Manvel Ave","Chandler","OK","74834"
"49255","429","Schering - Plough Corporation","1130 Connecticut Ave, NW, Ste 500","Washington","DC","20036"
"49260","25","Verizon","771 Parkway Ave","Ewing","NJ","08618"
"49259","162","Terra Industries Inc. & Subsidiaries","","","",""
"49261","409","Oklahoma Republican Party","4301 N Lincoln Blvd","Oklahoma City","OK","73105"
"49264","562","Second Cong Dem Party","511 Southeast Ave G","Idabel","OK","74745"
"49265","22","Fraternal Order Of Police Tulsa Lodge #93","PO Box 2473","Tulsa","OK","74101"
"49266","300","Okla Democratic Party","4100 N Lincoln Blvd","Oklahoma City","OK","73105"
"49272","382","Cash America International, Inc.","1600 W. 7th Street","Fort  Worth","TX","76102-2599"
"49273","563","Concerned Southside Republicans","2604 Lakeridge Cir","Oklahoma City","OK","73170"
"49276","143","Voters","","","OK",""
"49277","564","Cherokee County Federated Women's Democrat Club","P O Box 841","Tahlequah","OK","74465-0841"
"49279","118","People's Electric Cooperative","1600 N Country Club","Ada","OK","74820"
"49280","472","Professional Firefighters Of Oklahoma","6103 Melrose Ln","Oklahoma City","OK","73127"
"49281","188","None Given","None","None","OK","73000"
"49282","281","Delaware County Republican Women's Club ","812 Inwood Dr","Grove","OK","74344"
"49283","77","Pfizer Inc","235 E 42nd St","New York","NY","10017"
"49289","476","","","","OK",""
"49295","54","Int'l Assn Of Bridge, Structural, Ornamental & Reinforcing Iron Workers","1750 New York Ave NW","Washington","DC","20006"
"49297","44","IAFF Local 200","PO Box 1336","Bartlesville","OK","74006"
"49298","465","Professional Firefighters","PO Box 1204","McAlester","OK","74502"
"49299","59","National Rifle Assn Of America","11250 Waples Mill Rd","Fairfax","VA","22030"
"49300","131","Oklahoma City Retired Firefighters Association","3116 SW 125th St","Oklahoma City","OK","73170"
"49302","434","Oklahoma Physical Therapy Association","PO Box 5354","Edmond","OK","73083"
"49303","191","Oklahoma Retired Educators Assn","PO BOx 18485","Oklahoma City","OK","73154"
"49305","527","OFRW, NFRW","RR 6 Box 269","McAlester","OK","74501-9806"
"49306","148","Okla State Radiological Society","4500 S Garnett Ste 919","Tulsa","OK","74146"
"49316","455","Labor Union","1625 L Street, NW","Washington","DC","20036"
"49317","84","APAC - Central, Inc","4150 S 100th E Ave Cherokee Bldg Ste 300","Tulsa","OK","74146"
"49319","565","Cherokee County Democratic Party","PO Box 273","Tahlequah","OK","74464"
"49320","500","National & Oklahoma Federation Of Republican Women","1401 Spruce","Norman","OK","73072"
"49322","153","Service Corp International","1929 Allen Parkway","Houston","TX","77019"
"49323","159","Oklahoma's Rural Electric Cooperatives","PO Box 206","Temple","OK","73568"
"49324","310","3M Company","3M Center","St. Paul","MN","55144-1000"
"49325","498","Creek County Federation Of Demo Women","126 W Lincoln","Sapulpa","OK","74066"
"49326","164","Okla Fed Of Repub Women C/o Sue Thompson","9973 Birkenhead Ct","Yukon","OK","73099"
"49327","165","Trinity Industries Inc.","2525 Stemmons Freeway","Dallas","TX","75207"
"49328","515","PFFO","6103 Melrose Ln","Oklahoma City","OK","73127"
"49331","439","Devon Energy Corporation","20 N Broadway","Oklahoma City","OK","73102"
"49332","506","Edmond Republican Women's Club","2805 Still Meadow Road","Edmond","OK","73013"
"49333","32","AES Corp","4300 Wilson Blvd","Arlington","VA","22203"
"49334","555","Oklahoma Agricultural Cooperative Council","PO Box 13548","Oklahoma","OK","73113-3548"
"49342","43","Anadarko Petroleum Corp","1201 Lake Robbins Dr","The Woodlands","TX","77380-1160"
"49346","230","Corrections Corporation Of America","10 Burton Hills Blvd","Nashville","TN","37215"
"49347","497","ATCO Republican Education Committee","345 E Tumbler Creek Rd","Atoka","OK","74525"
"49348","34","Bank Of Cushing","PO Box 951","Cushing","OK","74023-0951"
"49349","189","BP Corp North America Inc","501 Westlake Park Blvd, 25.194B","Houston","TX","77079"
"49352","289","Capitol Republican Caucus","3724 Spyglass Rd","Oklahoma City","OK","73120"
"49353","231","Community Bankers Assn Of Oklahoma","4101 Perimeter Center Dr, Suite 107","Oklahoma City","OK","73112"
"49355","26","Republican Party","2415 Diffee","Tahlequah","OK","74464"
"49356","19","Republican Party","2415 Diffee Drive","Tahlequah","OK","74464"
